City,Cloudiness,Date,Humidity,Lat,Lng,Max Temp,Windspeed,Country
la concordia,75,1610981667,94,13.1953,-86.1667,66.2,18.41,NI
ilhabela,98,1610981667,64,-23.7781,-45.3581,86.38,1.5,BR
nago,1,1610981667,76,26.5881,127.9761,57.2,9.22,JP
iralaya,71,1610981667,82,15,-83.2333,79.57,13.04,HN
bam,8,1610981523,29,29.106,58.357,63.16,4.12,IR
wanaka,79,1610981668,74,-44.7,169.15,45.45,8.46,NZ
husavik,75,1610981416,86,66.0449,-17.3389,33.8,26.46,IS
isangel,93,1610981531,81,-19.55,169.2667,80.11,2.93,VU
yulara,0,1610981531,17,-25.2406,130.9889,78.8,10.36,AU
ancud,75,1610981435,72,-41.8697,-73.8203,73.99,4.61,CL
honiara,97,1610981374,79,-9.4333,159.95,77.99,5.32,SB
torbay,75,1610981341,87,47.6666,-52.7314,41.0,10.36,CA
hasaki,20,1610981408,56,35.7333,140.8333,41.0,9.22,JP
kodiak,90,1610981347,87,57.79,-152.4072,42.8,23.02,US
inhambane,75,1610981669,78,-23.865,35.3833,78.8,17.27,MZ
lorengau,52,1610981353,76,-2.0226,147.2712,82.94,9.22,PG
dandong,0,1610981669,80,40.1292,124.3947,3.72,10.8,CN
bambanglipuro,98,1610981479,82,-7.95,110.2833,79.05,4.92,ID
pitogo,100,1610981684,83,13.7847,122.0881,73.18,9.93,PH
weihai,0,1610981684,87,37.5017,122.1136,23.34,15.97,CN
jacobabad,0,1610981685,27,28.281,68.4388,61.39,5.35,PK
erzin,100,1610981685,75,36.9559,36.2,53.01,7.76,TR
half moon bay,1,1610981685,31,37.4636,-122.4286,62.6,8.05,US
sibut,33,1610981685,10,5.718,19.0739,99.95,5.41,CF
turayf,75,1610981685,66,31.6725,38.6637,51.8,11.5,SA
mahebourg,75,1610981165,83,-20.4081,57.7,80.6,13.8,MU
hof,90,1610981686,93,50.3167,11.9167,34.0,10.36,DE
semirom,0,1610981686,81,31.4167,51.5667,33.13,7.16,IR
la rioja,20,1610981509,58,42.25,-2.5,55.4,9.22,ES
tarifa,20,1610981686,72,36.0139,-5.607,60.8,6.91,ES
mantua,0,1610981686,78,45.1667,10.7833,41.0,5.01,IT
tuatapere,58,1610981410,69,-46.1333,167.6833,52.0,8.99,NZ
sabancuy,72,1610981687,69,18.9667,-91.1833,66.72,8.88,MX
oistins,75,1610981687,78,13.0667,-59.5333,78.8,18.41,BB
gazanjyk,98,1610981687,48,39.2446,55.5154,52.9,1.01,TM
lebedinyy,8,1610981687,74,58.5167,125.5167,-36.58,6.73,RU
hamilton,90,1610981151,69,39.1834,-84.5333,30.99,13.8,US
cockburn town,40,1610981687,69,21.4612,-71.1419,78.8,5.75,TC
puerto escondido,1,1610981504,88,15.85,-97.0667,71.6,5.75,MX
aiani,9,1610981688,46,40.1667,21.8167,28.4,8.05,GR
macusani,100,1610981688,90,-14.0833,-70.4333,38.08,4.38,PE
kirensk,100,1610981688,91,57.7853,108.1119,-3.86,3.96,RU
caravelas,7,1610981347,60,-17.7125,-39.2481,84.45,7.63,BR
nioro,94,1610981534,9,13.35,-15.75,95.92,8.95,GM
berbera,15,1610981689,66,10.4396,45.0143,77.5,4.61,SO
prince rupert,1,1610981689,93,54.3161,-130.3201,44.6,2.3,CA
hai duong,0,1610981689,77,20.9333,106.3167,57.2,4.61,VN
potchefstroom,85,1610981667,30,-26.7167,27.1,86.25,1.63,ZA
pacific grove,1,1610981510,66,36.6177,-121.9166,53.6,5.75,US
hoover,1,1610981689,65,33.4054,-86.8114,41.0,3.44,US
cherskiy,75,1610981499,81,68.75,161.3,-41.03,2.17,RU
iquitos,0,1610981408,78,-3.7481,-73.2472,82.4,4.61,PE
petukhovo,0,1610981690,89,55.0692,67.9019,-8.36,7.85,RU
chanute,90,1610981477,69,37.6792,-95.4572,33.8,6.91,US
puerto montt,75,1610981688,72,-41.4698,-72.9447,64.4,6.91,CL
sao raimundo nonato,0,1610981533,38,-9.0153,-42.6994,89.64,9.04,BR
sept-iles,74,1610981313,74,50.2001,-66.3821,30.2,13.8,CA
kirovskiy,100,1610981690,89,45.0917,133.5136,-8.86,9.22,RU
three hills,63,1610981691,75,51.7001,-113.2686,33.8,13.8,CA
nortelandia,99,1610981691,82,-14.4547,-56.8028,77.9,5.46,BR
machilipatnam,0,1610981691,83,16.1667,81.1333,77.0,4.61,IN
cabo san lucas,1,1610981323,50,22.8909,-109.9124,61.0,5.75,MX
porto novo,20,1610981510,70,6.4965,2.6036,87.8,12.66,BJ
rio gallegos,100,1610981691,51,-51.6226,-69.2181,57.11,23.31,AR
coos bay,1,1610981691,100,43.3665,-124.2179,39.2,6.91,US
iskateley,43,1610981381,88,67.6803,53.1512,-17.0,7.7,RU
naze,0,1610981530,67,28.3667,129.4833,51.67,14.65,JP
canaries,20,1610981692,68,28,-15.5,70.0,6.91,ES
port-gentil,40,1610981692,70,-0.7193,8.7815,87.8,17.27,GA
tabuk,100,1610981692,87,17.4189,121.4443,68.56,7.58,PH
ponta delgada,75,1610981507,88,37.7333,-25.6667,64.0,20.71,PT
jacareacanga,40,1610981692,79,-6.2222,-57.7528,84.2,2.3,BR
mastic beach,1,1610981692,60,40.7668,-72.8521,43.0,8.05,US
kurchum,23,1610981693,81,48.5722,83.6542,1.72,0.54,KZ
karpathos,40,1610981693,87,35.507,27.2132,48.2,14.97,GR
srandakan,98,1610981693,81,-7.9386,110.2506,79.21,5.1,ID
saint-philippe,0,1610981347,70,-21.3585,55.7679,84.2,6.91,RE
bay roberts,75,1610981693,87,47.5999,-53.2648,42.01,10.36,CA
bathsheba,75,1610981399,78,13.2167,-59.5167,78.8,18.41,BB
kenai,75,1610981693,75,60.5544,-151.2583,37.99,16.11,US
gillette,75,1610981694,80,44.2911,-105.5022,30.2,18.41,US
totness,45,1610981694,65,5.8833,-56.3167,83.89,11.3,SR
nouakchott,100,1610981694,9,18.0858,-15.9785,78.8,20.71,MR
luau,55,1610981694,79,-10.7073,22.2247,77.38,5.19,AO
champerico,0,1610981694,78,14.3,-91.9167,75.2,2.73,GT
avera,1,1610981478,53,33.194,-82.5271,44.6,10.36,US
krivosheino,95,1610981694,94,57.3431,83.9261,7.23,10.94,RU
samarai,99,1610981406,76,-10.6167,150.6667,85.08,14.99,PG
sal rei,100,1610981695,50,16.1833,-22.9167,77.0,17.27,CV
banda aceh,94,1610981501,79,5.5577,95.3222,78.44,10.98,ID
constitucion,0,1610981452,44,-35.3333,-72.4167,72.34,5.55,CL
flin flon,90,1610981417,84,54.7682,-101.865,-13.0,6.91,CA
panaba,24,1610981695,65,21.2833,-88.2667,70.54,9.15,MX
mahajanga,20,1610981447,74,-15.7167,46.3167,86.0,13.8,MG
poum,54,1610981695,79,-20.2333,164.0167,82.22,9.22,NC
talnakh,100,1610981375,90,69.4865,88.3972,-7.01,1.52,RU
tynda,5,1610981695,75,55.1667,124.7167,-42.59,1.95,RU
dossor,100,1610981696,98,47.5272,52.9811,29.79,14.52,KZ
omsukchan,100,1610981696,80,62.5333,155.8,-36.35,6.69,RU
grants,1,1610981696,48,35.1473,-107.8514,15.8,9.22,US
guarapari,40,1610981475,62,-20.6667,-40.4975,87.01,10.36,BR
zelenets,20,1610981696,84,61.8849,50.7489,-13.0,2.89,RU
leshukonskoye,100,1610981697,92,64.8989,45.7622,-1.44,8.77,RU
paamiut,100,1610981438,84,61.994,-49.6678,27.99,5.26,GL
waipawa,75,1610981447,82,-41.4122,175.5153,63.0,17.27,NZ
surt,0,1610981697,44,31.2089,16.5887,62.24,18.37,LY
vao,91,1610981403,85,-22.6667,167.4833,77.54,12.59,NC
antofagasta,0,1610981697,68,-23.65,-70.4,75.0,8.05,CL
victoria,29,1610981232,62,22.2855,114.1577,59.0,1.01,HK
lavrentiya,100,1610981442,88,65.5833,-171,-12.3,9.6,RU
mayumba,55,1610981697,75,-3.432,10.6554,81.86,11.45,GA
oranjemund,4,1610981698,70,-28.55,16.4333,70.9,13.56,NA
paka,100,1610981698,78,4.6374,103.4368,77.0,3.44,MY
saint anthony,90,1610981698,73,45.0205,-93.218,21.2,6.91,US
kavaratti,0,1610981498,71,10.5669,72.642,82.44,4.38,IN
chitrakonda,2,1610981698,72,18.1167,82.0833,65.14,3.78,IN
kajaani,90,1610981698,93,64.2273,27.7285,24.8,6.91,FI
high rock,90,1610981698,72,26.6208,-78.2833,66.2,6.91,BS
troitsko-pechorsk,0,1610981714,86,62.7084,56.1964,-24.07,1.01,RU
conceicao do araguaia,99,1610981531,59,-8.2578,-49.2647,89.19,0.34,BR
mehamn,75,1610981715,75,71.0357,27.8492,33.8,18.41,NO
bloomfield,1,1610981715,65,40.8068,-74.1854,41.0,6.91,US
port blair,28,1610981412,73,11.6667,92.75,80.1,14.45,IN
tres arroyos,0,1610981716,33,-38.3739,-60.2798,81.84,12.84,AR
matara,93,1610981716,88,5.9485,80.5353,76.93,8.46,LK
rocky mountain house,10,1610981716,51,52.3668,-114.9188,35.6,12.66,CA
farafangana,80,1610981716,82,-22.8167,47.8333,82.99,12.8,MG
ahipara,20,1610981384,84,-35.1667,173.1667,63.52,11.54,NZ
vestmannaeyjar,0,1610981719,75,63.4427,-20.2734,37.4,21.85,IS
dwarka,0,1610981719,52,22.2394,68.9678,70.34,10.45,IN
kanigoro,100,1610981720,86,-8.13,112.219,75.54,3.62,ID
boyolangu,100,1610981477,84,-8.1181,111.8935,77.05,3.89,ID
mokolo,0,1610981720,15,10.7398,13.8019,91.4,9.22,CM
talas,75,1610981561,74,38.6908,35.5538,26.6,8.05,TR
padang,40,1610981673,78,-0.9492,100.3543,78.8,1.14,ID
damietta,0,1610981720,59,31.4165,31.8133,64.4,11.5,EG
pangai,100,1610981720,77,-19.8,-174.35,81.18,8.61,TO
codajas,87,1610981721,85,-3.8367,-62.0569,83.25,3.02,BR
port moresby,75,1610981721,94,-9.4431,147.1797,78.8,4.61,PG
hue,75,1610981552,88,16.4667,107.6,59.0,6.91,VN
nizhniy kuranakh,13,1610981376,73,58.8353,125.4869,-41.49,1.23,RU
srednekolymsk,75,1610981442,81,67.45,153.6833,-42.25,2.35,RU
churapcha,54,1610981721,62,62.0025,132.4325,-55.88,2.3,RU
dunedin,38,1610981381,84,-45.8742,170.5036,51.01,1.01,NZ
kahului,90,1610981721,88,20.8947,-156.47,71.6,17.27,US
lac du bonnet,28,1610981722,89,50.2536,-96.0612,-14.24,5.21,CA
pangnirtung,75,1610981344,77,66.1451,-65.7125,-5.8,3.76,CA
thaba-tseka,0,1610981722,28,-29.522,28.6084,73.78,11.63,LS
nurota,74,1610981722,46,40.5614,65.6886,50.0,6.91,UZ
mindelo,2,1610981722,57,16.8901,-24.9804,75.2,24.16,CV
morant bay,20,1610981722,69,17.8815,-76.4093,79.0,4.61,JM
berwick,100,1610981723,90,41.0545,-76.2333,35.01,8.77,US
anloga,20,1610981723,62,5.7947,0.8973,89.6,11.5,GH
noumea,90,1610981723,94,-22.2763,166.4572,81.0,6.85,NC
ugoofaaru,27,1610981511,64,5.6667,73,82.9,17.63,MV
teguise,20,1610981723,72,29.0605,-13.564,66.2,9.22,ES
makakilo city,75,1610981439,78,21.3469,-158.0858,71.6,9.22,US
kentau,100,1610981602,58,43.5206,68.5094,42.93,5.3,KZ
highland springs,40,1610981681,65,37.546,-77.3278,42.01,5.75,US
prince george,1,1610981613,86,53.9166,-122.753,25.0,5.75,CA
bako,67,1610981724,46,5.7833,36.5667,77.29,2.66,ET
roding,100,1610981724,90,49.1964,12.5186,35.01,5.01,DE
goderich,100,1610981352,80,43.7501,-81.7165,33.8,5.75,CA
ler,92,1610981724,12,8.3018,30.1418,99.3,8.16,SS
aksarka,100,1610981724,87,66.5606,67.7975,-17.18,9.06,RU
gorontalo,100,1610981725,87,0.5412,123.0595,76.55,3.04,ID
aquiraz,40,1610981725,62,-3.9014,-38.3911,87.8,17.27,BR
pakxan,0,1610981725,58,18.3778,103.6601,57.94,2.8,LA
jiamusi,6,1610981725,82,46.8333,130.35,-17.9,8.37,CN
etchoropo,0,1610981725,41,26.7667,-109.6667,60.24,2.91,MX
quatre cocos,75,1610981402,83,-20.2078,57.7625,80.6,13.8,MU
broome,90,1610981396,93,42.2506,-75.833,34.0,9.22,US
afrikanda,100,1610981725,93,67.4429,32.7828,17.01,12.24,RU
nandi,0,1610981726,64,13.3855,77.6984,69.8,6.91,IN
narsaq,75,1610981400,58,60.9167,-46.05,19.4,3.69,GL
macapa,75,1610981726,66,0.0389,-51.0664,89.6,5.75,BR
huangmei,0,1610981726,59,30.1924,116.025,44.01,1.45,CN
kamenka,100,1610981726,88,51.3223,42.7678,6.01,4.54,RU
san cristobal,40,1610981439,83,7.7669,-72.225,77.0,4.61,VE
fernley,40,1610981727,75,39.608,-119.2518,35.6,3.44,US
dingle,100,1610981473,94,10.9995,122.6711,73.83,8.95,PH
phalaborwa,100,1610981652,61,-23.943,31.1411,82.4,11.5,ZA
severo-kurilsk,92,1610981353,93,50.6789,156.125,19.24,38.25,RU
haifa,40,1610981465,67,32.8156,34.9892,59.0,6.91,IL
puksoozero,100,1610981727,96,62.5903,40.6066,8.56,7.02,RU
bridlington,92,1610981727,82,54.0831,-0.1919,43.0,8.99,GB
havre,90,1610981728,76,49.5833,0.3333,44.6,11.5,FR
macomb,40,1610981727,86,40.4592,-90.6718,30.99,9.22,US
jalu,0,1610981450,37,29.0331,21.5482,62.74,14.72,LY
arkansas city,75,1610981466,60,37.062,-97.0384,39.2,5.75,US
taguatinga,98,1610981728,46,-12.3857,-46.5711,87.21,5.75,BR
manavalakurichi,20,1610981728,69,8.1333,77.3,82.4,10.76,IN
fukue,25,1610981728,69,32.6881,128.8419,46.04,27.13,JP
madimba,100,1610981477,77,-10.4,40.3333,82.49,10.07,TZ
roma,90,1610981471,86,43.2128,-75.4557,30.0,9.22,US
bang mun nak,0,1610981729,40,16.0278,100.3792,75.99,7.36,TH
banikoara,60,1610981729,9,11.2985,2.4386,94.95,6.98,BJ
beyneu,24,1610981729,69,45.3167,55.2,40.62,11.72,KZ
tchaourou,16,1610981730,11,8.8865,2.5975,101.61,2.08,BJ
gari,0,1610981730,90,59.4307,62.3497,-4.83,6.96,RU
pilar,40,1610981730,58,-9.5972,-35.9567,86.0,13.8,BR
morehead,90,1610981730,75,37.2711,-87.1764,37.0,10.76,US
iranshahr,0,1610981730,27,27.2025,60.6848,73.4,6.91,IR
cap-aux-meules,96,1610981731,69,47.3821,-61.8597,33.8,21.85,CA
honningsvag,100,1610981615,88,70.9821,25.9704,33.89,18.95,NO
guymon,1,1610981731,69,36.6828,-101.4816,35.6,17.27,US
severodvinsk,90,1610981662,92,64.5635,39.8302,15.8,2.24,RU
vidisha,40,1610981667,73,23.5333,77.8167,71.6,5.75,IN
okhotsk,100,1610981731,89,59.3833,143.3,-12.1,20.13,RU
palmas bellas,30,1610981731,81,9.2319,-80.0867,79.0,11.01,PA
bubaque,4,1610981732,44,11.2833,-15.8333,79.27,7.74,GW
lakatoro,66,1610981732,78,-16.0999,167.4164,81.61,7.56,VU
saposoa,75,1610981732,78,-6.934,-76.7716,82.4,3.44,PE
rocha,0,1610981486,47,-34.4833,-54.3333,75.74,11.27,UY
severnyy,90,1610981732,85,50.677,36.5532,8.6,4.47,RU
tahta,0,1610981733,42,26.7693,31.5021,68.0,4.61,EG
eureka,1,1610981447,54,40.8021,-124.1637,53.6,9.22,US
laguna,1,1610981533,54,38.421,-121.4238,55.99,11.5,US
najran,0,1610981748,19,17.4924,44.1277,80.6,6.91,SA
udachnyy,56,1610981749,75,66.4167,112.4,-48.64,3.53,RU
zapolyarnyy,20,1610981749,93,69.4154,30.8136,24.8,17.27,RU
salinopolis,99,1610981534,71,-0.6136,-47.3561,84.42,11.72,BR
marsa matruh,0,1610981508,32,31.3525,27.2453,66.2,21.85,EG
tilichiki,100,1610981469,86,60.4667,166.1,-17.54,17.45,RU
arkhangelskaya,100,1610981749,97,45.6796,40.2754,19.71,4.65,RU
vlissingen,100,1610981750,87,51.4425,3.5736,43.0,19.57,NL
kulhudhuffushi,1,1610981442,78,6.6221,73.07,81.68,12.68,MV
beberibe,40,1610981748,62,-4.1797,-38.1306,87.8,17.27,BR
nabire,100,1610981354,82,-3.3667,135.4833,76.95,2.48,ID
olinda,75,1610981505,83,-8.0089,-34.8553,75.2,5.75,BR
yevlax,90,1610981750,66,40.6089,47.1492,48.2,9.22,AZ
hualmay,100,1610981750,72,-11.0964,-77.6139,73.81,8.01,PE
khani,90,1610981528,93,41.9563,42.9566,41.0,9.22,GE
borova,75,1610981751,72,50.1763,30.1043,10.0,8.95,UA
xining,0,1610981751,59,36.6167,101.7667,21.45,3.62,CN
nosy varika,36,1610981751,80,-20.5833,48.5333,82.69,12.06,MG
tiarei,20,1610981533,83,-17.5333,-149.3333,75.2,2.3,PF
maumere,100,1610981751,81,-8.6199,122.2111,78.78,2.42,ID
aviles,0,1610981751,87,43.5547,-5.9248,60.01,3.44,ES
oskemen,40,1610981752,67,49.9565,82.6119,10.4,4.47,KZ
lufilufi,34,1610981680,76,-13.8745,-171.5986,82.42,13.58,WS
waitati,39,1610981752,80,-45.75,170.5667,51.01,1.99,NZ
coahuayana,40,1610981752,68,18.7333,-103.6833,69.8,1.9,MX
naron,0,1610981752,64,43.5167,-8.1528,57.99,5.01,ES
vila,0,1610981752,56,42.0304,-8.1588,59.0,7,PT
tura,3,1610981120,67,25.5198,90.2201,60.85,2.04,IN
pochutla,20,1610981380,73,15.7432,-96.4661,77.0,2.59,MX
aberdeen,19,1610981647,75,57.1437,-2.0981,41.0,13.8,GB
tabou,41,1610981501,70,4.423,-7.3528,83.05,3.42,CI
yerbogachen,100,1610981753,82,61.2767,108.0108,-27.17,6.89,RU
grindavik,75,1610981753,93,63.8424,-22.4338,33.8,21.85,IS
broken hill,0,1610981753,30,-31.95,141.4333,71.6,14.97,AU
dubovskoye,100,1610981753,97,47.4092,42.7575,16.27,3.2,RU
sidney,0,1610981649,83,-33.8679,151.2073,71.6,10.36,AU
balotra,0,1610981753,32,25.8333,72.2333,70.14,11.41,IN
snezhnogorsk,75,1610981754,93,69.1933,33.2531,23.0,8.95,RU
pimentel,0,1610981754,73,-6.8367,-79.9342,71.6,5.75,PE
hambantota,40,1610981754,100,6.1241,81.1185,77.0,8.05,LK
wanning,0,1610981754,72,18.8003,110.3967,58.21,8.5,CN
roswell,1,1610981754,60,34.0232,-84.3616,41.0,6.91,US
raudeberg,100,1610981755,78,61.9875,5.1352,39.0,17.38,NO
shakawe,96,1610981755,73,-18.3667,21.85,76.03,5.46,BW
tolaga bay,4,1610981755,64,-38.3667,178.3,62.8,13.76,NZ
havoysund,75,1610981755,80,70.9963,24.6622,32.0,10.36,NO
bac lieu,100,1610981470,77,9.285,105.7244,74.43,11.34,VN
marzuq,0,1610981756,20,14.4,46.4667,72.01,9.37,YE
jumla,56,1610981414,75,29.2747,82.1838,38.12,3.27,NP
amos,20,1610981547,85,48.5669,-78.1162,1.99,9.22,CA
mirnyy,100,1610981619,82,62.5353,113.9611,-35.88,4.21,RU
lom sak,0,1610981554,52,16.7798,101.2422,63.72,3.98,TH
hauge,89,1610981756,94,58.3436,6.2812,39.0,3.38,NO
nuuk,75,1610981414,64,64.1835,-51.7216,28.4,4.61,GL
mao,20,1610981476,62,39.8885,4.2658,53.6,9.22,ES
bull savanna,93,1610981757,67,17.8868,-77.5902,77.9,4.83,JM
thinadhoo,0,1610981757,61,0.5333,72.9333,81.66,0.87,MV
kedrovyy,40,1610981757,58,56.1667,91.8167,21.2,17.9,RU
sakaiminato,75,1610981710,75,35.55,133.2333,37.4,20.71,JP
tungor,41,1610981757,84,53.3808,142.9564,-24.47,10.6,RU
wad madani,0,1610981757,16,14.4012,33.5199,90.23,14.88,SD
sirsa,0,1610981757,47,29.5333,75.0167,57.78,5.46,IN
meulaboh,100,1610981449,76,4.1363,96.1285,79.66,1.99,ID
komsomolskiy,58,1610981511,60,40.4272,71.7189,41.0,4.61,UZ
wuzhou,0,1610981758,47,23.4833,111.3167,49.73,2.51,CN
traverse city,90,1610981716,93,44.7631,-85.6206,32.0,3.27,US
